isbn,Author,Category,Author_NY,Title_NY,author_gender
1455521191,BALDACCI DAVID,Suspense/Thrillers,David Baldacci,THE ESCAPE,male
0061733636,HEILEMANN JOHN,History/Law/Political Science,John Heilemann and Mark Halperin,GAME CHANGE,multi
0399155171,GRIFFIN W. E. B.,Action/Adventure,W E B Griffin,BLACK OPS,male
0399159304,SANDFORD JOHN,Suspense/Thrillers,John Sandford,STORM FRONT,male
1416595015,BECK GLENN,History/Law/Political Science,"edited  Glenn Beck, Kevin Balfe and others",ARGUING WITH IDIOTS,multi
0765326361,SANDERSON BRANDON,Fantasy,Brandon Sanderson,WORDS OF RADIANCE,male
0316036277,PATTERSON JAMES,Fiction General,James Patterson and Maxine Paetro,THE 9TH JUDGMENT,multi
0399157301,CLANCY TOM,Suspense/Thrillers,Tom Clancy with Peter Telep,AGAINST ALL ENEMIES,multi
1401322786,ALBOM MITCH,Fantasy,Mitch Albom,THE TIME KEEPER,male
1416950737,SPELLING TORI,Biography/Autobiography/Memoir,Tori Spelling with Hilary Liftin,STORI TELLING,female
0345527712,EVANOVICH JANET,Mystery/Detective,Janet Evanovich,EXPLOSIVE EIGHTEEN,female
039916443X,ROBB J. D.,Mystery/Detective,J D Robb,CONCEALED IN DEATH,unknown
0385535139,GRISHAM JOHN,Suspense/Thrillers,John Grisham,THE LITIGATORS,male
0553807145,KOONTZ DEAN R.,Suspense/Thrillers,Dean Koontz,RELENTLESS,male
0553807722,KOONTZ DEAN R.,Fiction General,Dean Koontz,WHAT THE NIGHT KNOWS,male
0553805371,HAWKING STEPHEN,Reference,Stephen Hawking and Leonard Mlodinow,THE GRAND DESIGN,multi
0553805096,SCHROEDER ALICE,Biography/Autobiography/Memoir,Alice Schroeder,THE SNOWBALL,female
0316166308,CONNELLY MICHAEL,Suspense/Thrillers,Michael Connelly,THE SCARECROW,male
1476745374,ROBERTSON SI,Humor,Si Robertson with Mark Schlabach,SI-COLOGY 1,multi
0765327724,GOODKIND TERRY,Fantasy,Terry Goodkind,THE OMEN MACHINE,male
0517580519,AUEL JEAN M.,Fiction General,Jean M Auel,THE LAND OF PAINTED CAVES,female
0062265423,HARRIS DAN,Self Help,Dan Harris,10% HAPPIER,male
0399156240,ROBB J. D.,Mystery/Detective,J D Robb,FANTASY IN DEATH,unknown
0345542924,EVANOVICH JANET,Mystery/Detective,Janet Evanovich,TOP SECRET TWENTY-ONE,female
1476751447,CLINTON HILLARY RODHAM,Biography/Autobiography/Memoir,Hillary Rodham Clinton,HARD CHOICES,female
0399157913,STOCKETT KATHRYN,Fiction General,Kathryn Stockett,THE HELP,unknown
0441017150,HARRIS CHARLAINE,Fantasy,Charlaine Harris,DEAD AND GONE,female
1455599735,HANDLER CHELSEA,Humor,Chelsea Handler,UGANDA BE KIDDING ME,female
0446584711,HANDLER CHELSEA,Humor,Chelsea Handler,LIES THAT CHELSEA HANDLER TOLD ME,female
0399168796,SANDFORD JOHN,Suspense/Thrillers,John Sandford,GATHERING PREY,male
0399159894,ROBERTS NORA,Romance,Nora Roberts,WHISKEY BEACH,female
0312577206,HANNAH KRISTIN,Fiction General,Kristin Hannah,HOME FRONT,female
081298840X,KALANITHI PAUL,Biography/Autobiography/Memoir,Paul Kalanithi,WHEN BREATH BECOMES AIR,male
0316210919,PATTERSON JAMES,Suspense/Thrillers,James Patterson,CROSS MY HEART,male
0062268341,POEHLER AMY,Biography/Autobiography/Memoir,Amy Poehler,YES PLEASE,female
0385527403,TORRE JOE,Biography/Autobiography/Memoir,Joe Torre and Tom Verducci,THE YANKEE YEARS,multi
1400064163,HILLENBRAND LAURA,Biography/Autobiography/Memoir,Laura Hillenbrand,UNBROKEN,female
1627792414,O&#39;REILLY BILL,History/Law/Political Science,Bill O&#39;Reilly and Martin Dugard,KILLING REAGAN,male
193700788X,HARRIS CHARLAINE,Fantasy,Charlaine Harris,DEAD EVER AFTER,female
1476728747,MCCULLOUGH DAVID,Biography/Autobiography/Memoir,David McCullough,THE WRIGHT BROTHERS,male
0307394867,KELLEY KITTY,Biography/Autobiography/Memoir,Kitty Kelley,OPRAH,female
0446533424,DEMILLE NELSON,Suspense/Thrillers,Nelson DeMille,THE GATE HOUSE,male
1250058902,STANTON BRANDON,Art/Architecture/Design/Photography,Brandon Stanton,HUMANS OF NEW YORK: STORIES,male
0393244660,LEWIS MICHAEL,Business/Economics,Michael Lewis,FLASH BOYS,male
1439102740,PICOULT JODI,Fiction General,Jodi Picoult,LONE WOLF,female
0385537859,BROWN DAN,Suspense/Thrillers,Dan Brown,INFERNO,male
0062073125,SILVA DANIEL,Suspense/Thrillers,Daniel Silva,THE FALLEN ANGEL,male
0307269981,LARSSON STIEG,Suspense/Thrillers,Stieg Larsson,THE GIRL WHO PLAYED WITH FIRE,multi
1476717125,THOR BRAD,Fiction General,Brad Thor,ACT OF WAR,male
0345527747,EVANOVICH JANET,Mystery/Detective,Janet Evanovich,NOTORIOUS NINETEEN,female
0544272994,MUNROE RANDALL,Humor,Randall Munroe,WHAT IF?,male
0399160132,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Graham Brown,THE STORM,multi
0385344325,CHILD LEE,Mystery/Detective,Lee Child,THE AFFAIR,male
0804178747,CHILD LEE,Suspense/Thrillers,Lee Child,PERSONAL,male
0316206822,PATTERSON JAMES,Suspense/Thrillers,James Patterson and Mark Sullivan,PRIVATE GAMES,multi
0446195529,BALDACCI DAVID,Suspense/Thrillers,David Baldacci,HELL&#39;S CORNER,male
0316097519,PATTERSON JAMES,Suspense/Thrillers,James Patterson,"ALEX CROSS, RUN",male
0316055433,TARTT DONNA,Fiction General,Donna Tartt,THE GOLDFINCH,female
1400067693,STROUT ELIZABETH,Fiction General,Elizabeth Strout,MY NAME IS LUCY BARTON,female
1439102414,REICHS KATHY,Suspense/Thrillers,Kathy Reichs,FLASH AND BONES,female
0451239350,WARD J. R.,Romance,J R Ward,LOVER AT LAST,unknown
0345544927,PICOULT JODI,Fiction General,Jodi Picoult,LEAVING TIME,female
0307590615,BUSH GEORGE W.,Biography/Autobiography/Memoir,George W Bush,DECISION POINTS,male
1937007448,HARRIS CHARLAINE,Fantasy,Charlaine Harris,DEADLOCKED,female
044657922X,STEWART JON,Humor,Jon Stewart and others,EARTH (THE BOOK),multi
0316166294,CONNELLY MICHAEL,Suspense/Thrillers,Michael Connelly,THE BRASS VERDICT,male
0451464397,BUTCHER JIM,Fantasy,Jim Butcher,SKIN GAME,male
0446554987,PRESTON DOUGLAS J.,Suspense/Thrillers,Douglas Preston and Lincoln Child,COLD VENGEANCE,multi
0765302306,JORDAN ROBERT,Fantasy,Robert Jordan and Brandon Sanderson,THE GATHERING STORM,multi
0399160477,CLANCY TOM,Suspense/Thrillers,Tom Clancy with Mark Greaney,COMMAND AUTHORITY,multi
0316017922,GLADWELL MALCOLM,Nonfiction General,Malcolm Gladwell,OUTLIERS,male
0385536070,GRISHAM JOHN,Fiction General,John Grisham,CALICO JOE,male
0385340583,CHILD LEE,Suspense/Thrillers,Lee Child,61 HOURS,male
0446579939,SPARKS NICHOLAS,Fiction General,Nicholas Sparks,THE LUCKY ONE,male
0385526563,LANGE ARTIE,Biography/Autobiography/Memoir,Artie Lange with Anthony Bozza,TOO FAT TO FISH,multi
0446552445,HANDLER CHELSEA,Humor,Chelsea Handler,CHELSEA CHELSEA BANG BANG,female
0399167455,KARON JAN,Religious Fiction,Jan Karon,COME RAIN OR COME SHINE,female
0345530918,STEEL DANIELLE,Fiction General,Danielle Steel,POWER PLAY,unknown
1451629184,DUGARD JAYCEE,Biography/Autobiography/Memoir,Jaycee Dugard,A STOLEN LIFE,female
1476746583,DOERR ANTHONY,Fiction General,Anthony Doerr,ALL THE LIGHT WE CANNOT SEE,male
1451648537,ISAACSON WALTER,Biography/Autobiography/Memoir,Walter Isaacson,STEVE JOBS,male
1455576425,DEMILLE NELSON,Suspense/Thrillers,Nelson DeMille,THE QUEST,male
044658083X,DEMILLE NELSON,Fiction General,Nelson DeMille,THE LION,male
0062369288,SCHWEIZER PETER,History/Law/Political Science,Peter Schweizer,CLINTON CASH,male
0062218336,LEVITT STEVEN D.,Business/Economics,Steven D Levitt and Stephen J Dubner,THINK LIKE A FREAK,multi
0399157700,SANDFORD JOHN,Suspense/Thrillers,John Sandford,MAD RIVER,male
0553807749,KOONTZ DEAN R.,Horror/Occult/Psychological,Dean Koontz,ODD APOCALYPSE,male
052595418X,LEVITIN DANIEL J.,Nonfiction General,Daniel J Levitin,THE ORGANIZED MIND,male
0316206873,GALBRAITH ROBERT,Mystery/Detective,Robert Galbraith,THE SILKWORM,multi
0316211079,PATTERSON JAMES,Suspense/Thrillers,James Patterson and David Ellis,MISTRESS,multi
0399157816,CUSSLER CLIVE,Mystery/Detective,Clive Cussler and Justin Scott,THE RACE,multi
0399156496,SANDFORD JOHN,Suspense/Thrillers,John Sandford,STORM PREY,male
0307461351,KESSLER RONALD,History/Law/Political Science,Ronald Kessler,IN THE PRESIDENT&#39;S SECRET SERVICE,male
1400052173,SKLOOT REBECCA,Health/Fitness/Medicine/Sports,Rebecca Skloot,THE IMMORTAL LIFE OF HENRIETTA LACKS,female
0399159460,YOUNG NEIL,Biography/Autobiography/Memoir,Neil Young,WAGING HEAVY PEACE,male
0061997161,DRUMMOND REE,Biography/Autobiography/Memoir,Ree Drummond,THE PIONEER WOMAN,female
1416558977,WOODWARD BOB,History/Law/Political Science,Bob Woodward,THE WAR WITHIN,male
1476730628,BRAUN ADAM,Nonfiction General,Adam Braun with Carlye Adler,THE PROMISE OF A PENCIL,male
1501117696,OAKLEY TYLER,Humor,Tyler Oakley,BINGE,male
1451651104,WOODWARD BOB,History/Law/Political Science,Bob Woodward,THE PRICE OF POLITICS,male
1451693478,BECK GLENN,History/Law/Political Science,Glenn Beck and Kevin Balfe,COWARDS,male
0670022128,KARON JAN,Fiction General,Jan Karon,IN THE COMPANY OF OTHERS,female
0525953507,COBEN HARLAN,Suspense/Thrillers,Harlan Coben,THE STRANGER,male
0316200603,SCHIFF STACY,History/Law/Political Science,Stacy Schiff,THE WITCHES,female
0061429252,SUSKIND RON,History/Law/Political Science,Ron Suskind,CONFIDENCE MEN,male
0399167315,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Graham Brown,GHOST SHIP,multi
1439102724,PICOULT JODI,Fiction General,Jodi Picoult,SING YOU HOME,female
0399155392,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Jack Du Brul,CORSAIR,multi
0385347405,SCHLENDER BRENT,Biography/Autobiography/Memoir,Brent Schlender and Rick Tetzeli,BECOMING STEVE JOBS,multi
0399167293,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Justin Scott,THE BOOTLEGGER,multi
0399588639,POPE FRANCIS,Religion/Bibles,Pope Francis with Andrea Tornielli,THE NAME OF GOD IS MERCY,male
1451614217,DIAMANDIS PETER H.,Reference,Peter H Diamandis and Steven Kotler,ABUNDANCE,multi
0399159010,LAWSON JENNY,Biography/Autobiography/Memoir,Jenny Lawson,LET&#39;S PRETEND THIS NEVER HAPPENED,female
0399162380,SANDFORD JOHN,Mystery/Detective,John Sandford,FIELD OF PREY,male
0446569895,OSBOURNE OZZY,Biography/Autobiography/Memoir,Ozzy Osbourne with Chris Ayres,I AM OZZY,multi
0547928173,FRANCONA TERRY,Biography/Autobiography/Memoir,Terry Francona and Dan Shaughnessy,FRANCONA,multi
1439192561,KING STEPHEN,Horror/Occult/Psychological,Stephen King,"FULL DARK, NO STARS",male
1416954120,HANDLER CHELSEA,Humor,Chelsea Handler,"ARE YOU THERE, VODKA? IT&#39;S ME, CHELSEA",female
0062010964,PALIN SARAH,History/Law/Political Science,Sarah Palin,AMERICA BY HEART,female
039915731X,CLANCY TOM,Suspense/Thrillers,Tom Clancy with Mark Greaney,LOCKED ON,multi
0451233166,WARD J. R.,Romance,J R Ward,LOVER UNLEASHED,unknown
0375414967,RUSSO RICHARD,Fiction General,Richard Russo,THAT OLD CAPE MAGIC,male
0399158081,CUSSLER CLIVE,Suspense/Thrillers,Clive Cussler with Jack Du Brul,MIRAGE,multi
1101874082,COELHO PAULO,Fiction General,Paulo Coelho,ADULTERY,male
0399184414,ROVELLI CARLO,Reference,Carlo Rovelli,SEVEN BRIEF LESSONS ON PHYSICS,male
1594202842,CHUA AMY,Biography/Autobiography/Memoir,Amy Chua,BATTLE HYMN OF THE TIGER MOTHER,female
044657788X,MELTZER BRAD,Suspense/Thrillers,Brad Meltzer,THE BOOK OF LIES,male
0399156119,WOODS STUART,Mystery/Detective,Stuart Woods,KISSER,male
0307985989,HANEY HANK,Biography/Autobiography/Memoir,Hank Haney,THE BIG MISS,male
0804136637,MACINTYRE BEN,Nonfiction General,Ben Macintyre,A SPY AMONG FRIENDS,multi
0385526393,MAYER JANE,History/Law/Political Science,Jane Mayer,THE DARK SIDE,female
0385528264,COHAN WILLIAM D.,Business/Economics,William D Cohan,HOUSE OF CARDS,male
1400069343,QUINDLEN ANNA,Biography/Autobiography/Memoir,Anna Quindlen,"LOTS OF CANDLES, PLENTY OF CAKE",female
0307353486,COULTER ANN,History/Law/Political Science,Ann Coulter,DEMONIC,female
0312380720,SCOTTOLINE LISA,Suspense/Thrillers,Lisa Scottoline,LOOK AGAIN,female
0399155228,ROBB J. D.,Mystery/Detective,J D Robb,SALVATION IN DEATH,unknown
0062112031,ALLMAN GREGG,Biography/Autobiography/Memoir,Gregg Allman,MY CROSS TO BEAR,male
0307272583,HIAASEN CARL,Fiction General,Carl Hiaasen,STAR ISLAND,male
0312554168,GIFFIN EMILY,Fiction General,Emily Giffin,HEART OF THE MATTER,female
1416563083,BROWN SANDRA,Fiction General,Sandra Brown,SMASH CUT,female
0441019714,HARRIS CHARLAINE,Fantasy,Charlaine Harris,THE SOOKIE STACKHOUSE COMPANION,female
1594205876,AXELROD DAVID,Biography/Autobiography/Memoir,David Axelrod,BELIEVER,male
140006872X,HAMILTON GABRIELLE,Cooking/Entertaining,Gabrielle Hamilton,"BLOOD, BONES AND BUTTER",female
0061950718,O&#39;REILLY BILL,History/Law/Political Science,Bill O&#39;Reilly,PINHEADS AND PATRIOTS,male
0316036234,PATTERSON JAMES,Fiction General,James Patterson and Howard Roughan,DON&#39;T BLINK,multi
1627790527,WARREN ELIZABETH,Biography/Autobiography/Memoir,Elizabeth Warren,A FIGHTING CHANCE,female
0374203059,EUGENIDES JEFFREY,Fiction General,Jeffrey Eugenides,THE MARRIAGE PLOT,male
1250010071,SCOTTOLINE LISA,Suspense/Thrillers,Lisa Scottoline,DON&#39;T GO,female
1476773955,CARTER JIMMY,History/Law/Political Science,Jimmy Carter,CALL TO ACTION,male
0525429565,GRANT ADAM M.,Business/Economics,Adam Grant,ORIGINALS,male
0399170863,ROBERTS NORA,Romance,Nora Roberts,THE LIAR,female
034553283X,CORRIGAN KELLY,Biography/Autobiography/Memoir,Kelly Corrigan,GLITTER AND GLUE,female
0425234339,HAMILTON LAURELL K.,Fantasy,Laurell K Hamilton,BULLET,female
0393081818,LEWIS MICHAEL,Business/Economics,Michael Lewis,BOOMERANG,male
0307461181,BURNETT CAROL,Biography/Autobiography/Memoir,Carol Burnett,THIS TIME TOGETHER,female
1455501476,BROWN SANDRA,Suspense/Thrillers,Sandra Brown,LETHAL,female
0446539864,LUSTBADER ERIC VAN,Mystery/Detective,Eric Van Lustbader,THE BOURNE SANCTION,multi
031264065X,YOUNG ANDREW,Biography/Autobiography/Memoir,Andrew Young,THE POLITICIAN,male
0812993802,SAUNDERS GEORGE,Fiction General,George Saunders,TENTH OF DECEMBER,male
0312554192,GIFFIN EMILY,Fiction General,Emily Giffin,WHERE WE BELONG,female
0061969656,CORNWELL BERNARD,Fiction General,Bernard Cornwell,DEATH OF KINGS,male
1602862567,KNIGHT MICHELLE,Biography/Autobiography/Memoir,Michelle Knight with Michelle Burford Weinstein,FINDING ME,multi
1591848040,CARSON BEN,History/Law/Political Science,Ben Carson with Candy Carson,A MORE PERFECT UNION,male
0441017835,HARRIS CHARLAINE,Fantasy,Charlaine Harris,A TOUCH OF DEAD,female
052595225X,GARWOOD JULIE,Romance,Julie Garwood,THE IDEAL MAN,female
0451417070,WARD J. R.,Romance,J R Ward,THE SHADOWS,unknown
0385535597,MAYER JANE,History/Law/Political Science,Jane Mayer,DARK MONEY,female
1101902752,KLEBOLD SUE,Biography/Autobiography/Memoir,Sue Klebold,A MOTHER&#39;S RECKONING,female
0307593312,MURAKAMI HARUKI,Fiction General,Haruki Murakami,1Q84,multi
0399161309,LEIBOVICH MARK,History/Law/Political Science,Mark Leibovich,THIS TOWN,male
1416595163,FLYNN VINCE,Suspense/Thrillers,Vince Flynn,PURSUIT OF HONOR,male
1439187193,BECK GLENN,History/Law/Political Science,Glenn Beck and Kevin Balfe,BROKE,multi
1400069483,FURST ALAN,Mystery/Detective,Alan Furst,MISSION TO PARIS,male
0767932307,BOURKE ANTHONY,Nonfiction General,Anthony Bourke and John Rendall,A LION CALLED CHRISTIAN,multi
0399155279,SANDFORD JOHN,Suspense/Thrillers,John Sandford,HEAT LIGHTNING,male
0399159126,ROBERTS NORA,Romance,Nora Roberts,THE WITNESS,female
038553826X,PRATCHETT TERENCE DAVID JOHN,Fantasy,Terry Pratchett,RAISING STEAM,male
0670022411,HARKNESS DEBORAH E.,Fantasy,Deborah Harkness,A DISCOVERY OF WITCHES,female
0399158022,CORNWELL PATRICIA,Mystery/Detective,Patricia Cornwell,RED MIST,female
0316097446,PATTERSON JAMES,Suspense/Thrillers,James Patterson and Michael Ledwidge,ZOO,multi
0451229851,WARD J. R.,Romance,J R Ward,LOVER MINE,unknown
0061231401,ROLLINS JAMES,Suspense/Thrillers,James Rollins,THE DOOMSDAY KEY,male
1455521310,BALDACCI DAVID,Suspense/Thrillers,David Baldacci,KING AND MAXWELL,male
1451648448,HILL CLINT,Biography/Autobiography/Memoir,Clint Hill,MRS. KENNEDY AND ME,multi
030735346X,COULTER ANN,History/Law/Political Science,Ann Coulter,GUILTY,female
0316036269,PATTERSON JAMES,Fiction General,James Patterson and Maxine Paetro,10TH ANNIVERSARY,multi
0399162496,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Thomas Perry,THE MAYAN SECRETS,multi
1594206279,ANSARI AZIZ,Reference,Aziz Ansari with Eric Klinenberg,MODERN ROMANCE,multi
1621572676,COULTER ANN,History/Law/Political Science,Ann Coulter,"ADIOS, AMERICA!",female
0345504984,CRONIN JUSTIN,Fantasy,Justin Cronin,THE TWELVE,male
0345505719,KELLERMAN JONATHAN,Mystery/Detective,Jonathan Kellerman,VICTIMS,male
1439115303,KING STEPHEN,Fiction General,Stephen King,JUST AFTER SUNSET,male
0062114042,STANLEY PAUL,Biography/Autobiography/Memoir,Paul Stanley,FACE THE MUSIC,male
0399156135,CRAIS ROBERT,Mystery/Detective,Robert Crais,THE FIRST RULE,male
1476714789,DAVIS CLIVE,Biography/Autobiography/Memoir,Clive Davis with Anthony DeCurtis,SOUNDTRACK OF MY LIFE,multi
1455586420,BALDACCI DAVID,Suspense/Thrillers,David Baldacci,THE GUILTY,male
0316225932,CONNELLY MICHAEL,Mystery/Detective,Michael Connelly,THE BURNING ROOM,male
1400069289,DUHIGG CHARLES,Self Help,Charles Duhigg,THE POWER OF HABIT,male
0984504176,WILDER LAURA INGALLS,Biography/Autobiography/Memoir,Laura Ingalls Wilder,PIONEER GIRL,multi
1451617755,WEINER JENNIFER,Fiction General,Jennifer Weiner,THE NEXT BEST THING,female
0345484142,BROOKS TERRY,Fantasy,Terry Brooks,THE GYPSY MORPH,male
034553106X,STEEL DANIELLE,Romance,Danielle Steel,PROPERTY OF A NOBLEWOMAN,female
1416549129,GREGORY PHILIPPA,Fiction General,Philippa Gregory,THE OTHER QUEEN,female
0670026557,GRANT ADAM M.,Business/Economics,Adam Grant,GIVE AND TAKE,male
0553391135,MACOMBER DEBBIE,Romance,Debbie Macomber,LOVE LETTERS,female
0062311077,ILES GREG,Suspense/Thrillers,Greg Iles,NATCHEZ BURNING,male
1596987774,LIMBAUGH DAVID,History/Law/Political Science,David Limbaugh,THE GREAT DESTROYER,male
0670021156,MORTENSON GREG,History/Law/Political Science,Greg Mortenson,STONES INTO SCHOOLS,male
0061547751,MORRIS DICK,History/Law/Political Science,Dick Morris and Eileen McGann,FLEECED,multi
0399155651,CUSSLER CLIVE,Mystery/Detective,Clive Cussler and Paul Kemprecos,MEDUSA,multi
1416563105,BROWN SANDRA,Suspense/Thrillers,Sandra Brown,TOUGH CUSTOMER,female
0061767891,TYLER STEVEN,Biography/Autobiography/Memoir,Steven Tyler with David Dalton,DOES THE NOISE IN MY HEAD BOTHER YOU?,male
0062308254,KIBBE MATT,History/Law/Political Science,Matt Kibbe,DON&#39;T HURT PEOPLE AND DON&#39;T TAKE THEIR STUFF,male
0393081575,ROACH MARY,Reference,Mary Roach,GULP,female
1476717095,THOR BRAD,Suspense/Thrillers,Brad Thor,HIDDEN ORDER,male
1250010098,SCOTTOLINE LISA,Suspense/Thrillers,Lisa Scottoline,KEEP QUIET,female
031609756X,PATTERSON JAMES,Suspense/Thrillers,James Patterson and David Ellis,GUILTY WIVES,multi
0520267192,TWAIN MARK,Biography/Autobiography/Memoir,Mark Twain,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1",multi
1401340903,HOWE KATHERINE,Fiction General,Katherine Howe,THE PHYSICK BOOK OF DELIVERANCE DANE,female
1591848067,KILMEADE BRIAN,History/Law/Political Science,Brian Kilmeade and Don Yaeger,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,multi
1476762627,MARTIN WEDNESDAY,Biography/Autobiography/Memoir,Wednesday Martin,PRIMATES OF PARK AVENUE,female
0446580295,PRESTON DOUGLAS J.,Suspense/Thrillers,Douglas Preston and Lincoln Child,CEMETERY DANCE,multi
0446573051,BALDACCI DAVID,Suspense/Thrillers,David Baldacci,THE FORGOTTEN,male
0316068047,MEYER STEPHENIE,Science Fiction,Stephenie Meyer,THE HOST,female
1439191050,ROVE KARL,Biography/Autobiography/Memoir,Karl Rove,COURAGE AND CONSEQUENCE,male
0061929379,CRICHTON MICHAEL,Fiction General,Michael Crichton,PIRATE LATITUDES,male
0425256766,BRIGGS PATRICIA,Fantasy,Patricia Briggs,FIRE TOUCHED,female
0399167447,KARON JAN,Religious Fiction,Jan Karon,SOMEWHERE SAFE WITH SOMEBODY GOOD,female
1455584908,PERINO DANA,Biography/Autobiography/Memoir,Dana Perino,AND THE GOOD NEWS IS ...,female
0525952969,GEORGE ELIZABETH,Mystery/Detective,Elizabeth George,JUST ONE EVIL ACT,female
0399159312,SANDFORD JOHN,Suspense/Thrillers,John Sandford,SILKEN PREY,male
0062372106,MADISON HOLLY,Biography/Autobiography/Memoir,Holly Madison,DOWN THE RABBIT HOLE,female
1416587624,CICCONE CHRISTOPHER,Biography/Autobiography/Memoir,Christopher Ciccone with Wendy Leigh,LIFE WITH MY SISTER MADONNA,multi
0756410436,ROTHFUSS PATRICK,Fantasy,Patrick Rothfuss,THE SLOW REGARD OF SILENT THINGS,multi
0743294270,WEINER JENNIFER,Fiction General,Jennifer Weiner,FLY AWAY HOME,female
0062295896,GORDON KIM,Biography/Autobiography/Memoir,Kim Gordon,GIRL IN A BAND,female
1476766231,ROBERTSON PHIL,Biography/Autobiography/Memoir,Phil Robertson with Mark Schlabach,UNPHILTERED,multi
0316097462,PATTERSON JAMES,Suspense/Thrillers,James Patterson and Michael Ledwidge,"I, MICHAEL BENNETT",multi
0061718947,BOURDAIN ANTHONY,Biography/Autobiography/Memoir,Anthony Bourdain,MEDIUM RAW,male
0553391925,MACOMBER DEBBIE,Romance,Debbie Macomber,A GIRL&#39;S GUIDE TO MOVING ON,female
0375424490,MCCALL SMITH ALEXANDER,Mystery/Detective,Alexander McCall Smith,TEA TIME FOR THE TRADITIONALLY BUILT,male
0399156399,CORNWELL PATRICIA,Suspense/Thrillers,Patricia Cornwell,THE SCARPETTA FACTOR,female
0312655460,PENNY LOUISE,Mystery/Detective,Louise Penny,THE BEAUTIFUL MYSTERY,female
031609739X,PATTERSON JAMES,Fiction General,James Patterson and Richard DiLallo,THE CHRISTMAS WEDDING,multi
1596980907,GOLDBERG BERNARD,History/Law/Political Science,Bernard Goldberg,A SLOBBERING LOVE AFFAIR,male
