ISBN,Title,FirstDate,LastDate
61974323,INTO THE WOODS,10/28/2012,Not Found
1401324827,DRIVING HEAT,10/4/2015,Not Found
1455517151,SOLITUDE CREEK,5/31/2015,Not Found
399161589,ROBERT B. PARKER&#39;S CHEAP SHOT,5/25/2014,6/1/2014
1439133611,MISSION OF HONOR,7/11/2010,Not Found
1400069262,BEATRICE AND VIRGIL,5/2/2010,5/9/2010
307346528,PERFECT FIFTHS,5/3/2009,Not Found
1250052017,"THE FALL OF THE GOVERNOR, PART 2",3/23/2014,Not Found
034550898X,THE CLONE WARS,8/17/2008,8/31/2008
1451617054,FALL FROM GRACE,4/8/2012,Not Found
525953892,DEVIL&#39;S BRIDGE,8/30/2015,Not Found
451464761,LORD OF MOUNTAINS,9/23/2012,Not Found
812993152,THE DREAM LOVER,5/3/2015,Not Found
425256227,MAGIC BREAKS,8/17/2014,Not Found
1476798842,THE IMMORTAL NICHOLAS,11/15/2015,12/27/2015
399176950,SATURN RUN,10/25/2015,Not Found
446572470,THE REVEREND&#39;S WIFE,5/20/2012,Not Found
1416550763,JAINA PROUDMOORE: TIDES OF WAR,9/16/2012,Not Found
446583855,MONDAY MORNINGS,4/1/2012,4/15/2012
312567472,THE POWER TRIP,3/3/2013,3/10/2013
871407868,THE LAST KIND WORDS SALOON,5/25/2014,6/15/2014
385524943,THE GARGOYLE,8/24/2008,9/7/2008
62349376,THE HARDER THEY COME,4/19/2015,Not Found
307393879,THE RED GARDEN,2/13/2011,2/27/2011
446527955,THE GIRLS OF AUGUST,7/27/2014,Not Found
1250036135,THE CAIRO AFFAIR,4/6/2014,Not Found
61988243,ISLAND BENEATH THE SEA,5/16/2010,6/13/2010
1594632022,LAST BUS TO WISDOM,9/6/2015,Not Found
1400043530,ANGEL TIME,11/15/2009,Not Found
374299102,HOME,9/21/2008,10/12/2008
1416550747,JAINA PROUDMOORE: TIDES OF WAR,11/14/2010,Not Found
451462904,THE SWORD OF THE LADY,9/13/2009,Not Found
316342513,EVEN DOGS IN THE WILD,2/7/2016,Not Found
140006709X,NIGHTWOODS,10/16/2011,11/6/2011
1416595619,THE BODIES LEFT BEHIND,11/30/2008,12/7/2008
61537934,THE ART OF RACING IN THE RAIN,6/8/2008,8/31/2008
61733148,ROAD DOGS,5/31/2009,6/21/2009
1400069599,TRANSATLANTIC,6/23/2013,7/14/2013
399156844,THE JUDAS GATE,1/23/2011,1/30/2011
345536665,MIDNIGHT AT MARBLE ARCH,4/28/2013,Not Found
446573647,AN OBJECT OF BEAUTY,12/12/2010,1/9/2011
345509625,DEATH TROOPERS,11/1/2009,11/8/2009
316219363,THE YELLOW BIRDS,11/11/2012,12/2/2012
1250029910,SON OF NO ONE,9/21/2014,Not Found
312591063,TO TRY MEN&#39;S SOULS,11/8/2009,11/15/2009
385533853,ROBOPOCALYPSE,6/26/2011,7/3/2011
399171177,DEADLY ASSETS,8/23/2015,Not Found
758280408,DOUBLE FUDGE BROWNIE MURDER,3/15/2015,Not Found
60837381,THE FIXER UPPER,7/12/2009,7/19/2009
1401323138,DEATH ON THE D-LIST,8/29/2010,Not Found
316074314,THE LUMINARIES,11/3/2013,1/12/2014
316032220,BEAT THE REAPER,2/1/2009,2/8/2009
1250050936,CONFESSIONS OF A WILD CHILD,2/23/2014,Not Found
345511387,DECEIVED,4/10/2011,Not Found
312651244,SLEEP NO MORE,11/4/2012,Not Found
1439156417,ISTANBUL PASSAGE,6/17/2012,6/24/2012
006229721X,THE MONOGRAM MURDERS,9/28/2014,10/12/2014
786955007,GAUNTLGRYM,10/24/2010,10/31/2010
670022691,RULES OF CIVILITY,8/14/2011,9/11/2011
1250019990,HUNTING EVE,8/4/2013,Not Found
61161705,THE UNSEEN ACADEMICALS,10/25/2009,Not Found
399165134,TRUST NO ONE,1/25/2015,2/1/2015
525954287,MRS. LINCOLN&#39;S RIVAL,2/2/2014,Not Found
553392425,FOOL&#39;S ASSASSIN,8/31/2014,Not Found
399160795,A MAN WITHOUT BREATH,5/5/2013,Not Found
312651198,CHASING THE NIGHT,11/7/2010,Not Found
307594130,BARK,3/16/2014,Not Found
61876909,PINEAPPLE GRENADE,2/12/2012,Not Found
373774591,DANGEROUS,6/13/2010,6/20/2010
62231707,THE ACCURSED,4/7/2013,Not Found
1476745048,COLD BETRAYAL,3/29/2015,Not Found
441016383,PRINCEPS&#39; FURY,12/14/2008,Not Found
61629863,BEAUTIFUL SACRIFICE,6/10/2012,Not Found
1400068932,MAJOR PETTIGREW&#39;S LAST STAND,3/28/2010,4/18/2010
1416597883,ONCE A RUNNER,4/26/2009,Not Found
425227731,UNDEAD AND UNWELCOME,6/21/2009,Not Found
312593317,A SECRET KEPT,10/3/2010,10/10/2010
451475267,THE BOURBON KINGS,8/16/2015,Not Found
038553521X,"LOVE, DISHONOR, MARRY, DIE, CHERISH, PERISH",8/4/2013,8/11/2013
1451687508,CHASING SUNSETS,4/26/2015,Not Found
1439187037,A SUDDEN LIGHT,10/19/2014,Not Found
345516109,JULIET,9/12/2010,Not Found
525953604,THE GIVING QUILT,11/18/2012,Not Found
1439138338,NORA WEBSTER,10/26/2014,11/2/2014
1414336276,THE THIRD TARGET,1/25/2015,2/1/2015
345531485,THE SKULL THRONE,4/19/2015,Not Found
1451672721,GOLD,7/22/2012,Not Found
62319191,ALL THE STARS IN THE HEAVENS,11/1/2015,Not Found
345530446,THE BIG CAT NAP,4/22/2012,Not Found
345531035,PRECIOUS GIFTS,12/20/2015,1/10/2016
385532377,DOUBLE DEXTER,11/6/2011,Not Found
399155139,ROUGH JUSTICE,9/7/2008,9/14/2008
451234383,IF YOU WERE HERE,5/22/2011,5/29/2011
345535227,INTO THE DREAMING,5/13/2012,Not Found
399176144,THE WOLVES,2/28/2016,Not Found
61702323,BLINDMAN&#39;S BLUFF,8/30/2009,9/6/2009
039915812X,NIGHT MOVES,3/24/2013,4/7/2013
399157883,SILENT NIGHT,11/10/2013,Not Found
1400065119,HOME SAFE,5/17/2009,5/24/2009
385341970,BROKEN,7/11/2010,Not Found
553807072,CAT OF THE CENTURY,4/25/2010,Not Found
62106074,HEROES ARE MY WEAKNESS,9/14/2014,Not Found
765376709,ONE YEAR AFTER,10/4/2015,Not Found
312550650,BAD BLOOD,3/17/2013,Not Found
399157808,COVERT WARRIORS,1/15/2012,Not Found
451463781,TWILIGHT&#39;S DAWN,3/20/2011,Not Found
553392921,FOOL&#39;S QUEST,8/30/2015,Not Found
316224553,SAINTS OF THE SHADOW BIBLE,2/2/2014,2/9/2014
307593916,PLEASE LOOK AFTER MOM,5/1/2011,5/8/2011
399157220,THE WEIRD SISTERS,2/13/2011,3/20/2011
1439156352,EDGE,11/21/2010,Not Found
399156623,CURE,8/29/2010,Not Found
399171231,TOP SECRET,8/24/2014,Not Found
385354207,MIDNIGHT SUN,3/6/2016,Not Found
031632468X,FROG MUSIC,4/20/2014,5/4/2014
446573310,BORN OF SILENCE,5/20/2012,Not Found
670020869,DUNE ROAD,7/5/2009,Not Found
670785695,WHO ASKED YOU?,10/6/2013,10/13/2013
1101874996,THE CARTEL,7/12/2015,8/9/2015
1439138656,DEAD ZERO,1/16/2011,1/23/2011
1455576646,THE OCTOBER LIST,10/20/2013,Not Found
385524927,WHILE MY SISTER SLEEPS,3/8/2009,3/15/2009
1400043131,ALL THAT IS,4/21/2013,Not Found
765332175,AN IRISH COUNTRY WEDDING,11/4/2012,Not Found
006124340X,TEMPTATION AND SURRENDER,3/15/2009,Not Found
778328198,CALL ME MRS. MIRACLE,10/17/2010,10/24/2010
61692069,LET ME BE FRANK WITH YOU,11/23/2014,11/30/2014
1416565159,"I, SNIPER",1/17/2010,2/21/2010
525427910,WAIT FOR SIGNS,11/9/2014,Not Found
1599951967,THE BRIDE COLLECTOR,5/2/2010,Not Found
525954619,THE FIXER,6/28/2015,Not Found
312583729,2030,5/29/2011,6/19/2011
385521383,NEW YORK,11/29/2009,Not Found
765329042,EARTH UNAWARE,8/5/2012,Not Found
345507002,MILLENNIUM FALCON,11/9/2008,11/16/2008
312667574,SWEET VALLEY CONFIDENTIAL,4/17/2011,Not Found
805087737,THE SPIRE,9/20/2009,10/4/2009
1451693567,THE MUSEUM OF EXTRAORDINARY THINGS,3/9/2014,3/23/2014
61713783,"LOVERS AT THE CHAMELEON CLUB , PARIS 1932",5/11/2014,Not Found
385341962,UNDONE,8/2/2009,Not Found
765330539,A DOG&#39;S JOURNEY,5/27/2012,6/3/2012
525953000,AT THE EDGE OF THE ORCHARD,4/3/2016,4/10/2016
1250045428,ALL THE OLD KNIVES,3/29/2015,Not Found
61629758,DEATH ECHO,6/27/2010,Not Found
307266109,IMPERIAL BEDROOMS,7/4/2010,Not Found
399167641,THE LADY FROM ZAGREB,4/26/2015,Not Found
62083422,HUSH HUSH,3/15/2015,Not Found
758258577,YOU DON&#39;T WANT TO KNOW,8/26/2012,9/2/2012
399159207,THE LAST DARK,11/3/2013,Not Found
385535988,LITTLE GREEN,6/2/2013,Not Found
385348452,THE ACCIDENT,3/30/2014,Not Found
345510623,DORCHESTER TERRACE,4/22/2012,Not Found
1439165351,MIDNIGHT AND THE MEANING OF LOVE,5/1/2011,Not Found
312367996,SILENT THUNDER,7/27/2008,Not Found
1594204799,BLUE HORSES,11/2/2014,Not Found
425263193,DAY SHIFT,5/24/2015,Not Found
1616203048,DESCENT,2/22/2015,Not Found
62105620,MAYA&#39;S NOTEBOOK,5/12/2013,5/19/2013
765316994,REDSHIRTS,6/24/2012,Not Found
765322722,THE WINDS OF DUNE,8/23/2009,Not Found
307596885,DEAR LIFE,12/2/2012,12/23/2012
399158499,GONE,9/23/2012,9/30/2012
312365748,BACK OF BEYOND,8/21/2011,Not Found
61656003,EVERYTHING TO LOSE,5/11/2014,Not Found
61143448,DON&#39;T LOOK TWICE,3/22/2009,3/29/2009
61930210,THE RULE OF NINE,6/20/2010,Not Found
374202397,A MANUAL FOR CLEANING WOMEN,9/6/2015,9/13/2015
679456805,AMERICA AMERICA,7/13/2008,7/27/2008
312548176,"THE FALL OF THE GOVERNOR, PART 1",10/27/2013,Not Found
1439107971,SCARLET NIGHTS,8/22/2010,Not Found
670022527,ONE OF OUR THURSDAYS IS MISSING,3/27/2011,Not Found
1627792104,THE ASSASSINATION OF MARGARET THATCHER,10/26/2014,Not Found
1616203218,THE STORIED LIFE OF A. J. FIKRY,5/4/2014,5/18/2014
385540353,THE HEART GOES LAST,10/18/2015,Not Found
039915809X,A DEVIL IS WAITING,1/22/2012,Not Found
446564508,ROBERT LUDLUM&#39;S THE JANSON COMMAND,3/4/2012,3/18/2012
399155708,INTERVENTION,8/30/2009,Not Found
914671170,MY STRUGGLE: BOOK FOUR,5/17/2015,Not Found
553391690,DASHING THROUGH THE SNOW,10/25/2015,11/1/2015
385341954,FRACTURED,8/17/2008,Not Found
812992792,THE ORPHAN MASTER&#39;S SON,2/19/2012,2/26/2012
031236847X,SWEETHEART,9/21/2008,9/28/2008
385523998,LETHAL LEGACY,3/8/2009,Not Found
1476793743,PALACE OF TREASON,6/21/2015,Not Found
547819234,IN SUNLIGHT AND IN SHADOW,10/21/2012,10/28/2012
374173958,THE HYPNOTIST,7/17/2011,7/31/2011
62291408,RIPPER,2/16/2014,2/23/2014
1439158908,MAMA DEAREST,10/11/2009,Not Found
345528670,THE AVIATOR&#39;S WIFE,2/3/2013,2/24/2013
1439156379,XO,7/1/2012,Not Found
525950605,THE STEEL WAVE,6/8/2008,Not Found
446574627,THE FAMILY CORLEONE,5/27/2012,6/10/2012
006229766X,DANCE OF THE BONES,9/27/2015,Not Found
399162364,THE GOLEM OF HOLLYWOOD,10/5/2014,Not Found
345505336,HOTEL ON THE CORNER OF BITTER AND SWEET,4/5/2009,4/12/2009
399155058,KILLER VIEW,8/3/2008,Not Found
145166737X,SKINNYDIPPING,5/20/2012,Not Found
1250007038,SWEET SALT AIR,7/7/2013,Not Found
031258749X,THE LAST SURGEON,3/7/2010,3/14/2010
441020372,THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT,5/15/2011,Not Found
425234355,UNDEAD AND UNFINISHED,7/25/2010,Not Found
039915678X,AGAINST ALL THINGS ENDING,11/7/2010,Not Found
1455599492,YOU SHOULD HAVE KNOWN,4/6/2014,Not Found
525952837,THIRTEEN,8/12/2012,Not Found
307957942,DICTATOR,1/31/2016,Not Found
765376474,A GATHERING OF SHADOWS,3/13/2016,Not Found
385501129,THE PARTICULAR SADNESS OF LEMON CAKE,6/20/2010,7/25/2010
307599469,SEATING ARRANGEMENTS,7/1/2012,7/22/2012
345540700,THE HIGH DRUID&#39;S BLADE,7/27/2014,Not Found
547318359,NEMESIS,10/31/2010,Not Found
1476709157,THE OPHELIA CUT,5/26/2013,Not Found
61804193,THE COVE,4/29/2012,Not Found
61468363,RIDES A DREAD LEGION,4/19/2009,Not Found
312368488,EVIL AT HEART,9/20/2009,Not Found
525951784,WAKING THE WITCH,8/15/2010,Not Found
525950575,RESURRECTING MIDNIGHT,9/13/2009,Not Found
62015680,PROOF OF GUILT,2/17/2013,Not Found
765321874,HELL&#39;S FOUNDATIONS QUIVER,11/1/2015,Not Found
1416550771,ARTHAS,5/10/2009,Not Found
1476709181,THE KEEPER,5/25/2014,Not Found
385514301,THE GOLDEN CITY,9/27/2009,Not Found
042527067X,MAGIC SHIFTS,8/23/2015,Not Found
312559119,THOUGH NOT DEAD,2/20/2011,Not Found
61990019,TIGER&#39;S CLAW,9/23/2012,Not Found
1250020107,SHADOW PLAY,10/18/2015,Not Found
375425136,THE COMFORTS OF A MUDDY SATURDAY,10/12/2008,10/19/2008
1250032350,CAVENDON HALL,4/20/2014,Not Found
385352875,THE WATER KNIFE,6/14/2015,6/21/2015
62237187,HUNTING SHADOWS,2/9/2014,Not Found
61236217,EXECUTIVE PRIVILEGE,6/8/2008,Not Found
61876895,ELECTRIC BARRACUDA,2/13/2011,Not Found
076538308X,WARHEART,12/6/2015,Not Found
052595256X,THE HUNTER,1/22/2012,Not Found
312591829,ANOTHER PIECE OF MY HEART,4/1/2012,Not Found
193636574X,A HOLOGRAM FOR THE KING,7/8/2012,8/12/2012
1451665164,A FISTFUL OF COLLARS,9/30/2012,Not Found
1451645759,TAMARACK COUNTY,9/8/2013,Not Found
1451649916,MACRIEVE,7/21/2013,Not Found
1439152780,THE DISTANT HOURS,11/28/2010,12/5/2010
345532740,"SOMEDAY, SOMEDAY, MAYBE",5/19/2013,Not Found
61432717,GATOR A-GO-GO,2/14/2010,Not Found
399157662,D.C. DEAD,1/15/2012,1/22/2012
312303785,MAYBE THIS TIME,9/19/2010,Not Found
525951849,THE TEMPLAR SALVATION,11/7/2010,11/14/2010
778325776,JUST BREATHE,9/14/2008,9/28/2008
1476724024,VERTIGO 42,6/22/2014,Not Found
067002645X,A SERPENT&#39;S TOOTH,6/23/2013,Not Found
045146527X,VISION IN SILVER,3/22/2015,Not Found
1439107947,DAYS OF GOLD,1/17/2010,Not Found
765323966,HALO: CRYPTUM,1/23/2011,Not Found
385528078,ZONE ONE,11/6/2011,11/13/2011
446579823,SUPREME COURTSHIP,9/28/2008,Not Found
307907333,THE UNCOMMON APPEAL OF CLOUDS,11/11/2012,Not Found
1250020085,YOUR NEXT BREATH,5/17/2015,Not Found
679403930,BLOOD&#39;S A ROVER,10/11/2009,Not Found
1250027934,CORRUPTED,11/15/2015,Not Found
425265005,SHIFTING SHADOWS,9/21/2014,Not Found
812989058,SISI,4/3/2016,Not Found
812997530,HAUSFRAU,4/5/2015,Not Found
1416593403,THE SPELLMANS STRIKE AGAIN,4/4/2010,Not Found
374172072,HOLY COW,3/1/2015,Not Found
307956997,PERFIDIA,9/28/2014,Not Found
006222543X,RECONSTRUCTING AMELIA,4/21/2013,4/28/2013
1455547387,SOMERSET,2/23/2014,3/2/2014
385515049,THE APPEAL,6/8/2008,6/29/2008
399155260,DEVIL&#39;S BROOD,10/26/2008,Not Found
1451638450,CAPTAIN VORPATRIL&#39;S ALLIANCE,11/25/2012,Not Found
451240197,POSSESSION,10/20/2013,Not Found
1439159661,DEEP KISS OF WINTER,11/1/2009,Not Found
61246247,THE LAUGHTER OF DEAD KINGS,9/14/2008,Not Found
765304961,ENDER IN EXILE,11/30/2008,12/7/2008
451463153,SHALADOR&#39;S LADY,3/21/2010,Not Found
778315339,THE RETURNED,9/15/2013,9/22/2013
1594487510,IMPERFECT BIRDS,4/25/2010,5/2/2010
1400066026,THE SPIES OF WARSAW,6/22/2008,7/6/2008
307959929,THE SUPREMES AT EARL&#39;S ALL-YOU-CAN-EAT,3/31/2013,Not Found
1476767319,THE ROSIE EFFECT,1/18/2015,Not Found
425247562,TANGLE OF NEED,6/17/2012,Not Found
385524986,NOT MY DAUGHTER,1/24/2010,1/31/2010
786965118,NIGHT OF THE HUNTER,3/30/2014,4/6/2014
758227175,SOUTHERN COMFORT,5/15/2011,Not Found
1400067243,LUCKY US,8/17/2014,8/24/2014
62220500,THE CARE AND MANAGEMENT OF LIES,7/20/2014,Not Found
385344015,I AM HALF-SICK OF SHADOWS,11/20/2011,Not Found
525953884,TERMINAL CITY,7/6/2014,Not Found
553807080,HISS OF DEATH,5/1/2011,Not Found
1476706123,RED SPARROW,6/23/2013,Not Found
385532350,DEXTER IS DELICIOUS,9/26/2010,10/3/2010
345511425,CRUCIBLE,7/28/2013,Not Found
345511530,STAR WARS: DARK DISCIPLE,7/26/2015,Not Found
1594202176,THE SELECTED WORKS OF T.S. SPIVET,5/31/2009,Not Found
786965754,ARCHMAGE,9/20/2015,Not Found
670026603,ME BEFORE YOU,1/27/2013,Not Found
765322749,MENTATS OF DUNE,3/30/2014,Not Found
1401324908,STORM FRONT,6/9/2013,Not Found
307271560,MY FATHER&#39;S TEARS AND OTHER STORIES,6/21/2009,Not Found
756408792,MIRROR SIGHT,5/25/2014,Not Found
1401323146,SUTTON,10/14/2012,Not Found
006196963X,THE FORT,10/17/2010,Not Found
1439172773,RAINWATER,11/22/2009,Not Found
076533271X,FALLEN MASTERS,10/7/2012,Not Found
345548515,STAKED,2/14/2016,Not Found
62381644,THE BONE LABYRINTH,1/3/2016,Not Found
670026107,MISS JULIA STIRS UP TROUBLE,4/28/2013,Not Found
393041654,THE GARDEN OF LAST DAYS,6/22/2008,Not Found
399165266,ROBERT B. PARKER&#39;S BULL RIVER,1/26/2014,Not Found
812993292,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,8/19/2012,Not Found
307265730,UNACCUSTOMED EARTH,6/8/2008,1/4/2009
1416565116,NIGHT OF THUNDER,10/12/2008,10/19/2008
345511441,STAR WARS: LORDS OF THE SITH,5/17/2015,Not Found
1565125967,A RELIABLE WIFE,5/10/2009,Not Found
62270184,MURDER 101,9/21/2014,Not Found
525951776,THE LAST LIE,9/5/2010,Not Found
670026611,THE GIRL YOU LEFT BEHIND,9/8/2013,Not Found
312587538,OATH OF OFFICE,3/4/2012,Not Found
1599953544,FORBIDDEN,10/2/2011,Not Found
525952365,ONE LAST THING BEFORE I GO,9/9/2012,Not Found
62220756,ALL YOU COULD ASK FOR,4/21/2013,Not Found
60548959,AFTER ALICE,11/15/2015,1/17/2016
399156453,NOWHERE TO RUN,4/25/2010,Not Found
1439164630,LEFT NEGLECTED,1/30/2011,2/20/2011
61128899,LIFE SENTENCES,4/5/2009,Not Found
399158839,THE RISK AGENT,7/8/2012,Not Found
385538499,THE WINTER PEOPLE,3/2/2014,3/9/2014
1250042968,BORN OF FURY,7/20/2014,Not Found
60829850,BLUE SMOKE AND MURDER,6/15/2008,Not Found
1439170282,MOBBED,4/24/2011,Not Found
038551638X,A DARK MATTER,2/28/2010,Not Found
553807064,SANTA CLAWED,11/23/2008,Not Found
345548485,SHATTERED,7/6/2014,Not Found
553804693,THE REPUBLIC OF THIEVES,10/27/2013,Not Found
399159029,PRAGUE FATALE,5/6/2012,Not Found
345511255,SCOUNDRELS,8/7/2011,Not Found
1439138311,BROOKLYN,5/24/2009,5/31/2009
345544854,STAR WARS: HEIR TO THE JEDI,3/22/2015,Not Found
159420571X,EVERYTHING I NEVER TOLD YOU,12/7/2014,2/22/2015
670023515,AS THE CROW FLIES,6/3/2012,Not Found
375414495,CUTTING FOR STONE,3/8/2009,Not Found
312368038,STORM CYCLE,8/9/2009,Not Found
1476727392,THE EXPLORERS GUILD,11/8/2015,Not Found
006165597X,15 SECONDS,7/29/2012,Not Found
1400069297,BLOOD AND BEAUTY,8/18/2013,Not Found
62083392,AFTER I&#39;M GONE,3/2/2014,3/9/2014
1594489505,A THOUSAND SPLENDID SUNS,8/3/2008,Not Found
446575968,THE TWELFTH INSIGHT,3/6/2011,Not Found
62009621,DARK PRINCE,3/27/2011,Not Found
758258585,TELL ME,7/14/2013,Not Found
670015784,THE SPIRIT OF STEAMBOAT,11/3/2013,Not Found
1439134324,THE HOT GATE,5/22/2011,Not Found
525952608,COMPOUND FRACTURES,9/8/2013,Not Found
670021555,MISS JULIA RENEWS HER VOWS,4/25/2010,Not Found
385531540,RULES OF BETRAYAL,8/1/2010,Not Found
62092812,TIGER SHRIMP TANGO,2/16/2014,Not Found
61782424,MUHAMMAD,10/10/2010,Not Found
670022179,THE LAKE OF DREAMS,1/30/2011,Not Found
345505085,FAULT LINE,3/29/2009,Not Found
312622899,AN AMERICAN SPY,4/1/2012,Not Found
1439101078,THAT PERFECT SOMEONE,7/4/2010,Not Found
1770411216,CLOCKWORK ANGELS,9/23/2012,Not Found
316261130,WINTER STROLL,11/1/2015,Not Found
393078116,BLOODMONEY,6/19/2011,Not Found
1476781222,GENTLEMAN JOLE AND THE RED QUEEN,2/21/2016,Not Found
345511565,DARTH BANE,12/27/2009,Not Found
345530594,STAR WARS: X-WING: MERCY KILL,8/26/2012,Not Found
1476746826,AGENDA 21: INTO THE SHADOWS,1/25/2015,Not Found
743299841,DAY AFTER NIGHT,9/27/2009,10/4/2009
62290398,THE INVASION OF THE TEARLING,6/28/2015,Not Found
778326896,LAKESHORE CHRISTMAS,10/18/2009,Not Found
1455504769,DEATH OF YESTERDAY,4/14/2013,Not Found
1416583297,THE QUILTER&#39;S KITCHEN,10/26/2008,Not Found
345535820,THE LAST KISS GOODBYE,9/1/2013,Not Found
076533206X,DANGEROUS WOMEN,12/22/2013,Not Found
765315017,BY SCHISM RENT ASUNDER,8/10/2008,Not Found
373773021,A MCKETTRICK CHRISTMAS,11/16/2008,Not Found
1476758905,MAGNIFICENT VIBRATION,5/25/2014,Not Found
312616252,HISS AND HERS,10/7/2012,Not Found
316018600,A SUMMER AFFAIR,7/20/2008,7/27/2008
399158111,ROBERT B. PARKER&#39;S IRONHORSE,1/27/2013,Not Found
1451687478,ANGELS WALKING,9/21/2014,Not Found
345532600,EDGE OF DAWN,3/17/2013,Not Found
375504338,THE ENCHANTRESS OF FLORENCE,6/15/2008,8/3/2008
1439153957,NORTHWEST ANGLE,9/18/2011,Not Found
425252884,SWEET TEA REVENGE,3/24/2013,Not Found
61989991,A TIME FOR PATRIOTS,5/29/2011,Not Found
345543793,DO OR DIE,2/23/2014,Not Found
399169520,MY SUNSHINE AWAY,3/1/2015,3/8/2015
778312704,AN O&#39;BRIEN FAMILY CHRISTMAS,10/16/2011,Not Found
373777027,A FOOL&#39;S GOLD CHRISTMAS,10/14/2012,Not Found
1250048230,THE SANTANGELOS,7/5/2015,7/12/2015
525954902,THE INSIDER THREAT,7/19/2015,Not Found
312605862,CHRISTMAS EVE AT FRIDAY HARBOR,11/14/2010,Not Found
61468436,MAGICIAN&#39;S END,6/2/2013,Not Found
307377040,NETHERLAND,6/8/2008,Not Found
758212739,RETURN TO SENDER,5/16/2010,Not Found
307717097,THE INFORMATIONIST,4/3/2011,Not Found
1476798176,DID YOU EVER HAVE A FAMILY,10/11/2015,Not Found
316007021,DROOD,3/1/2009,3/8/2009
312591071,VALLEY FORGE,11/28/2010,1/9/2011
316020729,RESCUE,12/19/2010,12/26/2010
1476736332,CAULDRON OF GHOSTS,4/27/2014,Not Found
399156755,THE VALCOURT HEIRESS,10/24/2010,Not Found
670019917,LIBERTY,10/5/2008,Not Found
312619766,THE NIGHT SEASON,3/20/2011,Not Found
312369727,THE TOURIST,4/5/2009,Not Found
385534833,"CLOSE YOUR EYES, HOLD HANDS",7/27/2014,Not Found
765329069,EARTH AWAKENS,6/29/2014,Not Found
61655988,NO WAY BACK,4/21/2013,Not Found
312376863,DARK BITES,2/9/2014,Not Found
385342942,THE TRUTH ACCORDING TO US,6/28/2015,Not Found
345503821,THE DAYLIGHT WAR,3/3/2013,Not Found
307393860,THE STORY SISTERS,6/21/2009,6/28/2009
385539258,A LITTLE LIFE,1/17/2016,1/24/2016
052542914X,KITCHENS OF THE GREAT MIDWEST,8/23/2015,9/6/2015
312631685,LETTER FROM A STRANGER,4/15/2012,Not Found
758212720,MR. AND MISS ANONYMOUS,5/17/2009,Not Found
1476703221,THE SOUND AND THE FURRY,9/29/2013,Not Found
62279416,PATRIOT,10/4/2015,Not Found
030790735X,THE NOVEL HABITS OF HAPPINESS,8/9/2015,Not Found
451462289,THE SCOURGE OF GOD,9/21/2008,9/28/2008
758210248,PLUM PUDDING MURDER,10/18/2009,Not Found
039915504X,RESOLUTION,6/22/2008,Not Found
312343558,SECOND OPINION,3/8/2009,Not Found
1451649940,DARK SKYE,8/24/2014,Not Found
312595670,STILL MISSING,7/25/2010,8/1/2010
525954295,MRS. GRANT AND MADAME JULE,3/22/2015,Not Found
399160574,BRUSH BACK,8/16/2015,Not Found
312377037,THE BRUTAL TELLING,10/11/2009,Not Found
1594489580,THE BRIEF WONDROUS LIFE OF OSCAR WAO,6/29/2008,Not Found
425281647,MING TEA MURDER,5/24/2015,Not Found
345522869,CRUCIBLE OF GOLD,3/25/2012,Not Found
758225652,DEVIOUS,4/17/2011,Not Found
786949163,DRAGONS OF THE HOURGLASS MAGE,8/23/2009,Not Found
62306812,THE MINIATURIST,9/14/2014,Not Found
553807099,MEN OF THE OTHERWORLD,2/15/2009,Not Found
1476710457,THE CHILDREN&#39;S CRUSADE,4/26/2015,Not Found
385541031,AMERICAN HOUSEWIFE,1/31/2016,Not Found
312591837,FAMILY PICTURES,4/7/2013,Not Found
525950966,THE TEMPTATION OF THE NIGHT JASMINE,2/8/2009,Not Found
1250020522,SIGHT UNSEEN,8/3/2014,Not Found
60175311,THE CROWNING GLORY OF CALLA LILY PONDER,7/26/2009,Not Found
373776144,A LAWMAN&#39;S CHRISTMAS,10/16/2011,Not Found
316212245,PRUDENCE,4/5/2015,Not Found
312559135,RESTLESS IN THE GRAVE,3/4/2012,Not Found
525952209,SPELL BOUND,8/14/2011,Not Found
804197954,EMMA,5/3/2015,Not Found
553805134,THE GEOMETRY OF SISTERS,5/3/2009,Not Found
1594486409,THE YONAHLOSSEE RIDING CAMP FOR GIRLS,6/23/2013,Not Found
61560855,EXECUTIVE INTENT,5/30/2010,Not Found
1451645821,ORDINARY GRACE,4/14/2013,Not Found
525953973,THE POLARIS PROTOCOL,2/2/2014,Not Found
345471016,THE SCENT OF RAIN AND LIGHTNING,5/23/2010,Not Found
1594204772,A THOUSAND MORNINGS,10/28/2012,11/4/2012
312611609,SHADOW ZONE,8/8/2010,Not Found
141659888X,A ROGUE OF MY OWN,7/5/2009,Not Found
345501284,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL,6/8/2008,Not Found
525950583,TEMPTED BY TROUBLE,9/5/2010,Not Found
399156380,KNIT THE SEASON,11/22/2009,Not Found
399157476,DICK FRANCIS&#39;S GAMBLE,8/14/2011,Not Found
62395106,TRIGGER MORTIS,9/27/2015,Not Found
316098124,2312,6/10/2012,Not Found
006146841X,A CROWN IMPERILED,4/1/2012,Not Found
307908259,THE FOREVER GIRL,3/2/2014,Not Found
