ISBN,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date,on_NYT,publisher_id,publishplace_id,dewey_id,publisher_freq,publish_place_freq,dewey_freq,Author,author_id,author_frequency
345528204,Delacorte Books,813/.54,PS3569.L275 F37 2011,Fallen,387,New York,9,241,2011,1,734,270,345,2,729,667,Karin Slaughter,1257,8
316036218,"Little, Brown and Co.",813/.54,PS3566.A822 N68 2011,Now you see her,383,New York,27,468,2011,1,1407,270,345,31,729,667,James Patterson,1772,44
374173958,"Sarah Crichton Books/Farrar, Straus and Giroux",833/.92,PT9877.21.E65 H9613 2011,The hypnotist,503,New York,0,218.5,2011,1,338,270,98,1,729,1,Lars Kepler,1642,1
345515501,Ballantine Books,813/.54,PS3557.E687 S55 2011,The silent girl,318,New York,0,301.6666667,2011,1,449,270,345,59,729,667,Tess Gerritsen,658,5
61731153,William Morrow,813/.54,PS3560.A44 B47 2011,Betrayal of trust,,New York,5,363.8,2011,1,1614,270,345,65,729,667,J. A. Jance,815,9
385532725,Doubleday,,,Escape,,,0,670,2011,1,1337,0,0,38,0,0,Barbara Delinsky,1308,5
553801473,Spectra,,,A Dance with Dragons,,,0,180.2,2011,1,159,0,0,1,0,0,George R.R. Martin,1482,1
1451617720,Atria Books,813/.6,PS3573.E3935 T53 2011,Then came you,338,New York,0,242.8888889,2011,1,1169,270,287,30,729,205,Jennifer Weiner,347,6
031265121X,St. Martin's Griffin,,,Quinn,,,0,247.2857143,2011,1,189,0,0,1,0,0,Iris Johansen,2117,16
312380348,St. Martin's Press,,,Iron House,,,0,127.5,2011,1,1442,0,0,69,0,0,John Hart,2000,2
62072188,Harper,813/.6,PS3619.I5443 P67 2011,Portrait of a spy,,New York,0,299.7142857,2011,1,1146,270,287,31,729,205,Daniel Silva,1337,8
385340303,Delacorte Press,813/.54,PS3569.T33828 H37 2011,Happy birthday,339,New York,0,264.5,2011,1,930,270,345,42,729,667,Danielle Steel,1369,22
399157433,G. P. Putnam's Sons,813/.54,PS3553.O843 S65 2011,Split second,,New York,0,279.3333333,2011,1,1253,270,345,46,729,667,Catherine Coulter,2166,10
446564443,Grand Central Pub.,813/.54,PS3562.U752 R643 2011,Robert Ludlum's The Bourne dominion,421,New York,0,271,2011,1,393,270,345,34,729,667,Eric Lustbader,1812,3
446527890,Grand Central,,,Burnt Mountain,,,0,236.8571429,2011,1,676,0,0,3,0,0,Anne Rivers Siddons,1127,2
345511255,Del Rey/Ballantine Books,813/.54,PS3576.A33 C48 2011,Choices of one,366,New York,0,273.6,2011,1,637,270,345,7,729,667,Timothy Zahn,1256,1
045146379X,Penguin Group USA,,,Ghost Story : A Novel of the Dresden Files,,,0,128.5,2011,1,762,0,0,11,0,0,Jim Butcher,2083,6
141658661X,Atria Books,813/.6,PS3620.H75 F85 2011,Full black,382,New York,0,240.8571429,2011,1,1169,270,287,30,729,205,Brad Thor,732,7
670022691,Viking,813/.6,PS3620.O945 R85 2011,Rules of civility,335,New York,29.75,280,2011,1,63,270,287,25,729,205,Amor Towles,1040,1
525952209,Dutton,813/.6,PS3551.R4678 S64 2011,Spell bound,,New York,0,401.5,2011,1,793,270,287,34,729,205,Kelley Armstrong,1395,4
399157476,G. P. Putnam's Sons,823/.914,PR6056.R273 D53 2011,Dick Francis's gamble,,New York,11,209.3333333,2011,1,1253,270,324,46,729,89,Felix Francis,319,1
446554987,Grand Central Pub.,813/.54,PS3566.R3982 C66 2011,Cold vengeance,356,New York,0,293.4285714,2011,1,393,270,345,34,729,667,Douglas J. Preston,1108,9
312546599,St. Martin's Press,813/.54,PS3563.A311145 R46 2011,Retribution,347,"New York, USA",2,349,2011,1,1442,367,345,69,51,667,Sherrilyn Kenyon,1460,7
312365748,Minotaur Books,813/.54,PS3552.O87658 B33 2011,Back of beyond,372,New York,3.75,235.8571429,2011,1,1564,270,345,15,729,667,C. J. Box,845,7
052595225X,Dutton,813/.54,PS3557.A8427 I34 2011b,The ideal man,,New York,4,200.7777778,2011,1,793,270,345,34,729,667,Julie Garwood,1393,5
399157557,G. P. Putnam's Sons,813/.54,PS3557.R489137 V52 2011,Victory and honor,,New York,35,282.5,2011,1,1253,270,345,46,729,667,William E. Butterworth (W.E.B.) Griffin,1296,8
345509161,Del Rey/Ballantine Books/Lucasbooks,813/.54,PS3557.O359268 A89 2011,Ascension,410,New York,0,670.5,2011,1,1601,270,345,1,729,667,Christie Golden,82,6
670022314,Viking,813/.54,PS3557.R6725 M28 2011,The magician king,,New York,0,232.5714286,2011,1,63,270,345,25,729,667,Lev Grossman,1104,2
765327724,St. Martin's Press,,,The Omen Machine,,,0,265.5,2011,1,1442,0,0,69,0,0,Terry Goodkind,2173,3
1439102414,Scribner,813/.54,PS3568.E476345 F57 2011,Flash and bones,,New York,13,198.6923077,2011,1,505,270,345,31,729,667,Kathy Reichs,761,6
345484207,Ballantine Books,813/.54,PS3552.R6596 M43 2011,The measure of the magic,,New York,0,164.4,2011,1,449,270,345,59,729,667,Terry Brooks,254,6
034552554X,Ballantine,,,The Language of Flowers,,,15,220,2011,1,679,0,0,1,0,0,Vanessa Diffenbaugh,907,1
316097543,"Little, Brown and Company",,,Kill Me If You Can,,,0,230,2011,1,863,0,0,17,0,0,James Patterson,1772,44
441019714,Ace Books,813/.54,PS3558.A6427 S66 2010,The Sookie Stackhouse companion,,New York,0,206.875,2011,1,1204,270,345,14,729,667,Charlaine Harris,1188,11
312655452,Minotaur Boooks,813/.6,PR9199.4.P464 T75 2011b,A trick of the light,,New York,2,183.8333333,2011,1,1018,270,287,1,729,205,Louise Penny,207,5
312358342,St. Martin's Press,813/.54,PS3566.E6948 L44 2011,The leftovers,,New York,0,407.25,2011,1,1442,270,345,69,729,667,Tom Perrotta,433,1
031253955X,St. Martin's Press,823/.914,PR6051.R285 O55 2011,Only time will tell,,New York,42,164,2011,1,1442,270,324,69,729,89,Jeffrey Archer,1062,5
1439153957,Atria Books,813/.54,PS3561.R766 N67 2011,Northwest angle,,New York,0,218.3,2011,1,1169,270,345,30,729,667,William Kent Krueger,1804,4
399157816,G. P. Putnam's Sons,813/.54,PS3553.U75 R33 2011,The race,,New York,0,313.1428571,2011,1,1253,270,345,46,729,667,Clive Cussler,1502,25
425241971,Berkley Books,813/.6,PS3606.E36 D387 2011,Dark Predator,372,"New York, USA",3,688.5,2011,1,1425,367,287,6,51,205,Christine Feehan,1898,6
034550691X,Ballantine Books,813/.54,PS3558.O88217 P74 2011b,Prey,323,New York,7,446.3333333,2011,1,449,270,345,59,729,667,Linda Howard,1057,6
316126691,"Little, Brown and Co.",813/.6,PS3608.A72513 A87 2011,The Art of Fielding,512,"New York, USA",1.4,223.7777778,2011,1,1407,367,287,31,51,205,Chad Harbach,1529,1
553807986,Bantam Books,813/.54,PS3561.I4813 P57 2011,Pirate king,304,New York,17.6,118.8181818,2011,1,121,270,345,24,729,667,Laurie R. King,1089,5
045146415X,Roc,813/.54,PS3569.T543 T43 2011,The tears of the sun,,New York,0,0,2011,1,1329,270,345,6,729,667,S. M. Stirling,1679,5
399157786,G. P. Putnam's Sons,813/.54,PS3568.O243 N48 2011,New York to Dallas,,New York,39,222.5384615,2011,1,1253,270,345,46,729,667,J. D. Robb,526,12
385534639,Doubleday,,,The Night Circus,,New York,0,228,2011,1,1337,270,0,38,729,0,Erin Morgenstern,1018,1
312651619,St. Martin's Press,813/.6,PS3619.A836 A65 2011,Abuse of power,,New York,0,235.4285714,2011,1,1442,270,287,69,729,205,Michael Savage,2271,1
399157840,G. P. Putnam's Sons,813/.6,PS3602.R356 R63 2011,Robert B. Parker's Killing the blues,,New York,25,272.1666667,2011,1,1253,270,287,46,729,205,Michael Brandman,868,3
765321548,Tor,813/.54,PS3573.E217 H75 2011,How Firm a Foundation,,New York,0,87,2011,1,1141,270,345,16,729,667,David Weber,635,13
312567464,St. Martin's Press,823/.914,PR6053.O425 G63 2011,Goddess of vengeance,,New York,1,319.2,2011,1,1442,270,324,69,729,89,Jackie Collins,297,5
1599953544,Center Street,,,Forbidden,,New York,0,451.3333333,2011,1,199,270,0,3,729,0,Ted Dekker,1058,4
1401324436,Hyperion,813/.6,PS3600.A1 H425 2011,Heat rises,,New York,39,243.375,2011,1,1143,270,287,10,729,205,,0,0
1455501476,Grand Central Pub.,813/.54,PS3552.R718 L48 2011,Lethal,472,New York,0,267,2011,1,393,270,345,34,729,667,Sandra Brown,1009,7
61977969,William Morrow,813/.54,PS3569.T3868R43 2011,Reamde,1044,,0,265.6666667,2011,1,1614,0,345,65,0,667,Neal Stephenson,169,3
399157654,Putnam Adult,813/.54,PS3573.O642 S66 2011b,Son of Stone,306,New York,20.5,244.2857143,2011,1,406,270,345,25,729,667,Stuart Woods,565,20
385344325,Delacorte Press,813/.54,PS3553.H4838 A63 2011,The affair,,New York,6,272.2,2011,1,930,270,345,42,729,667,Lee Child,662,8
778312690,MIRA,813/.54,PS3563.A2364 A6198 2011b,1225 Christmas Tree lane,283,"Don Mills, Ontario",0,353.8,2011,1,150,153,345,2,1,667,Debbie Macomber,345,15
145164311X,Simon & Schuster,,,Feast Day of Fools,,,0,273.8333333,2011,1,470,0,0,62,0,0,James Lee Burke,1000,5
307700186,Alfred A. Knopf,,,Aleph,,,0,230.2857143,2011,1,1344,0,0,35,0,0,Paulo Coelho,2211,1
140006709X,Random House,813/.54,PS3556.R3599 N54 2011,Nightwoods,,New York,13,281.1666667,2011,1,803,270,345,32,729,667,Charles Frazier,1454,1
778312704,Mira,[Fic],F Woods Sherryl,An O'Brien Family Christmas,282,"Don Mills, Ont",2,363.2,2011,1,1057,278,236,5,8,4,Sherryl Woods,915,1
373776144,HQN,813/.54,PS3563.I41373 L395 2011b,A lawman's Christmas,249,"Don Mills, Ont",14,453,2011,1,139,278,345,4,8,667,Linda Lael Miller,420,2
399157697,G.P. Putnam's Sons,813/.54,PS3569.A516 S54 2011b,Shock wave,388,New York,17,322.4,2011,1,885,270,345,74,729,667,John Sandford,1262,15
1439172803,Atria Books,813/.54,PS3568.A8437 S87 2011,Survivors,,New York,0,224,2011,1,1169,270,345,30,729,667,James Wesley Rawles,434,2
786958421,Wizards of the Coast,813/.54,PS3569.A462345 N48 2011,Neverwinter,346,"Renton, WA",0,224.6666667,2011,1,1265,149,345,8,4,667,R. A. Salvatore,48,8
145161747X,Scribner,813/.54,PS3558.O3447 D68 2011,The dovekeepers,,New York,1,207.625,2011,1,505,270,345,31,729,667,Alice Hoffman,445,5
399157859,G. P. Putnam's Sons,813/.54,PS3566.E474 L56 2011,Lionheart,,New York,25,335.2,2011,1,1253,270,345,46,729,667,Sharon Kay Penman,1374,2
307394999,Crown Trade,813/.54,PS3552.O495 N54 2011,The night strangers,,New York,2,290.8571429,2011,1,1518,270,345,1,729,667,Chris Bohjalian,1799,5
446547654,Grand Central Publishing,,,The Best of Me,,,0,399.25,2011,1,311,0,0,17,0,0,Nicholas Sparks,249,6
374203059,"Farrar, Straus & Giroux",,,The Marriage Plot,,,0,208.125,2011,1,1140,0,0,1,0,0,Jeffrey Eugenides,1525,1
62011847,Harper,823/.914,PR6066.R34 S65 2011,Snuff,,New York,0,322.6,2011,1,1146,270,324,31,729,89,Terry Pratchett,2090,4
312547730,Thomas Dunne Books,813/.6,PS3611.I7555 W35 2011,The walking dead,,New York,0,73,2011,1,797,270,287,3,729,205,Robert Kirkman,1838,4
031609739X,"Little, Brown and Co.",813/.54,PS3566.A822 C48 2011,The Christmas wedding,266,New York,0,237.4285714,2011,1,1407,270,345,31,729,667,James Patterson,1772,44
312651228,St. Martin's Press,813/.54,PS3560.O275 B66 2011,Bonnie,,New York,0,189.2222222,2011,1,1442,270,345,69,729,667,Iris Johansen,2117,16
385533020,Doubleday,[E],PZ7.P1754 Dam 2011,Damned,247,New York,46,169.75,2011,1,1337,270,64,38,729,1,Chuck Palahniuk,1657,6
307957128,Alfred A. Knopf,823/.914,PR6052.A6657 S46 2012,The sense of an ending,,New York,0,272.3333333,2012,1,1344,270,324,35,729,89,Julian Barnes,144,1
1414319355,Tyndale House Publishers,813/.6,PS3618.O832 T44 2011,The Tehran initiative,,"Carol Stream, Ill",13.33333333,140.1666667,2011,1,309,306,287,3,2,205,Joel C. Rosenberg,2275,3
1416563709,Touchstone,,,The Lady of the Rivers,,,25,415.8,2011,1,149,0,0,4,0,0,Philippa Gregory,178,8
385532377,Doubleday,813/.54,PS3562.I51175 D68 2011,Double Dexter,337,New York,2,217.6363636,2011,1,1337,270,345,38,729,667,Jeffry P. Lindsay,877,1
385528078,Doubleday,813/.54,PS3573.H4768 Z36 2011,Zone one,,New York,0,320.4,2011,1,1337,270,345,38,729,667,Colson Whitehead,1077,1
385535139,Doubleday,,,The Litigators,,,0,180.8,2011,1,1337,0,0,38,0,0,John Grisham,119,10
307593312,Alfred A. Knopf,895.6/35,PL856.U673 A61213 2011,1Q84,,New York,0,161.4545455,2011,1,1344,270,70,35,729,1,春樹 村上,1183,2
1439187207,Threshold Editions,813/.6,PS3602.E2685 S66 2012,The snow angel,,New York,0,400.25,2012,1,1473,270,287,1,729,205,Glenn Beck,1330,5
61558265,William Morrow,813/.6,PS3620.O5875 N54 2011,Night eternal,,New York,38,407,2011,1,1614,270,287,65,729,205,Guillermo del Toro,1331,2
446573019,Grand Central Pub.,813/.54,PS3552.A446 Z36 2011,Zero day,,New York,0,196.6666667,2011,1,393,270,345,34,729,667,David Baldacci,801,16
385343175,Delacorte Press,813/.54,PS3569.T33828 H67 2011,Hotel Vendome,323,New York,0,325,2011,1,930,270,345,42,729,667,Danielle Steel,1369,22
1451628005,Simon & Schuster,813/.54,PS3555.V259 L68 2011,Lost December,,New York,0,128.5,2011,1,470,270,345,62,729,667,Richard J. Evans,1873,11
60548940,William Morrow,813/.54,PS3563.A3535 O98 2011,Out of Oz,568,New York,0,370.1428571,2011,1,1614,270,345,65,729,667,Gregory Maguire,1552,3
052595242X,Dutton,813/.54,PS3553.H473 W43 2011b,The wedding quilt,,"New York, N.Y",0,203,2011,1,793,269,345,34,4,667,Jennifer Chiaverini,1937,9
385344015,Delacorte Press,813/.6,PR9199.4.B7324 I15 2011,I am half-sick of shadows,297,New York,59,210.3,2011,1,930,270,287,42,729,205,C. Alan Bradley,1046,2
1451627289,Scribner,813/.54,PS3561.I483 A615 2011,11/22/1963,849,New York,3.25,436.75,2011,1,505,270,345,31,729,667,Stephen King,235,10
765330423,,813/.6,PS3619.A533 A79 2011,The Alloy of Law,332,New York,0,346.25,2011,1,0,270,287,0,729,205,Brandon Sanderson,497,5
547577532,Houghton Mifflin Harcourt,853/.914,PQ4865.C6 C4613 2011,The Prague cemetery,444,Boston,0,289.6,2011,1,1137,6,129,5,3,1,Umberto Eco,419,1
316198730,"Little, Brown and Co.",813/.54,PS3566.A822 K53 2011,Kill Alex Cross,364,New York,20,199.6428571,2011,1,1407,270,345,31,729,667,James Patterson,1772,44
399157867,G.P. Putnam's Sons,813/.54,PS3557.R13 V46 2011,"""V"" is for vengeance",,New York,46,160.0833333,2011,1,885,270,345,74,729,667,Sue Grafton,246,5
399157824,G.P. Putnam's Sons,813/.54,PS3553.U75 D48 2011,Devil's gate,,New York,0,285.5,2011,1,885,270,345,74,729,667,Clive Cussler,1502,25
345511344,Del Rey/Ballantine Books,813/.6,PS3611.A7846 R48 2011,Revan,298,New York,0,277,2011,1,637,270,287,7,729,205,Drew Karpyshyn,1885,2
345527712,Bantam Books,813/.54,PS3555.V2126 E97 2011,Explosive eighteen,,New York,5,321.6,2011,1,121,270,345,24,729,667,Janet Evanovich,624,16
60873027,Harper,813/.54,PS3553.R48 M53 2011,Micro,429,New York,2,445.6666667,2011,1,1146,270,345,31,729,667,Michael Crichton,1773,2
316069418,"Little, Brown and Company",,,The Drop,,,0,162.3333333,2011,1,863,0,0,17,0,0,Michael Connelly,1264,10
385337515,Delacorte Press,813/.54,PS3557.A22 S36 2011,The Scottish prisoner,,New York,0,398.4,2011,1,930,270,345,42,729,667,Diana Gabaldon,310,2
399158022,G.P. Putnam's Sons,813/.54,PS3553.O692 .R43 2011,Red mist,,New York,38,399.5,2011,1,885,270,345,74,729,667,Patricia Daniels Cornwell,804,8
307959856,Alfred A. Knopf,,PR6060.A467 D33 2011,Death comes to Pemberley,291,New York,1,185.4545455,2011,1,1344,270,0,35,729,0,P. D. James,1703,2
039915731X,G.P. Putnam's Sons,813/.54,PS3553.L245 L63 2011,Locked on,853,New York,0,667.5,2011,1,885,270,345,74,729,667,Tom Clancy,1003,5
553807714,Bantam Books,813/.54,PS3561.O55 S38 2011,77 Shadow Street,,New York,0,266.6666667,2011,1,121,270,345,24,729,667,Dean Ray Koontz,1485,10
052595239X,Dutton,813/.54,PS3558.O333 D69 2012,Down the darkest road,,New York,1,242.5714286,2012,1,793,270,345,34,729,667,Tami Hoag,427,6
399157808,G.P. Putnam's Sons,813/.54,PS3557.R489137 C68 2011,Covert warriors,372,New York,0,235,2011,1,885,270,345,74,729,667,William E. Butterworth (W.E.B.) Griffin,1296,8
399157662,G. P. Putnam's Sons,813/.54,PS3573.O642 D3 2011,D.C. dead,,New York,20,248.5714286,2011,1,1253,270,345,46,729,667,Stuart Woods,565,20
316097403,"Little, Brown and Co.",813/.54,PS3566.A822 P76 2012,Private,432,New York,46,417,2012,1,1407,270,345,31,729,667,James Patterson,1772,44
312651317,St. Martin's Press,813/.54,PS3555.V2126 L68 2012,Love in a nutshell,,New York,0,86,2012,1,1442,270,345,69,729,667,Janet Evanovich,624,16
039915809X,G.P. Putnam's Sons,823/.914,PR6058.I343 D48 2012,A devil is waiting,,New York,39.5,242,2012,1,885,270,324,74,729,89,Jack Higgins,1455,6
052595256X,Dutton,813/.54,PS3562.E78 H88 2012,The hunter,387,New York,15,706.5,2012,1,793,270,345,34,729,667,John T. Lescroart,284,6
765323974,Tor Books,813,PS3552.E157 H37 2012,Halo,379,New York,0,341.75,2012,1,31,270,227,11,729,6,Greg Bear,2143,3
525952586,Dutton,813/.54,PS3557.E478 B45 2012,Believing the lie,,New York,59,246.4285714,2012,1,793,270,345,34,729,667,Elizabeth George,578,5
446564370,Grand Central Pub.,813/.54,PS3566.R3982 G47 2012,Gideon's corpse,355,New York,0,668,2012,1,393,270,345,34,729,667,Douglas J. Preston,1108,9
034551128X,Del Rey/Ballantine Books,813/.54,PS3562.U25417 S735 2012,Star Wars,379,New York,0,345.75,2012,1,637,270,345,7,729,667,James Luceno,685,2
399157875,Putnam Adult,813/.54,PS3561.R44 C67 2012,Copper Beach,,New York,0,318.8,2012,1,406,270,345,25,729,667,Jayne Ann Krentz,879,9
1439136823,Gallery Books,813/.6,PS3603.O4287 L68 2012,Lothaire,,New York,0,408.25,2012,1,101,270,287,5,729,205,Kresley Cole,1936,2
61969656,HarperCollins,,,Death of Kings,,,0,419,2012,1,1347,0,0,15,0,0,Bernard Cornwell,1078,7
006211946X,William Morrow,813/.54,PS3562.E55 R39 2012,Raylan,,New York,0,265.6666667,2012,1,1614,270,345,65,729,667,Elmore Leonard,362,2
765332000,Tor,813/.54,PS3553.A655 S535 2012,Shadows in flight,,New York,0,127.5,2012,1,1141,270,345,16,729,667,Orson Scott Card,1266,4
312614578,Minotaur Books,813/.54,PS3552.A73184 R67 2012,The rope,,New York,1,202.625,2012,1,1564,270,345,15,729,667,Nevada Barr,334,4
399158278,G. P. Putnam's sons,813/.54,PS3553.R264 T35 2012b,Taken,341,New York,0,447.3333333,2012,1,1454,270,345,1,729,667,Robert Crais,1892,5
034553087X,Delacorte Press,813/.6,PS3601.D74 D37 2012,Darker after midnight,,New York,0,234.2857143,2012,1,930,270,287,42,729,205,Lara Adrian,698,1
61876909,William Morrow,813/.54,PS3554.O719 P56 2012,Pineapple grenade,342,New York,13,364,2012,1,1614,270,345,65,729,667,Tim Dorsey,1491,3
312577206,St. Martin's Press,813/.54,PS3558.A4763 H66 2012,Home front,,New York,0,109.25,2012,1,1442,270,345,69,729,667,Kristin Hannah,1632,5
385344228,Delacorte Press,,,Defending Jacob,,,25,193.1538462,2012,1,930,0,0,42,0,0,William Landay,862,1
307957934,Alfred A. Knopf,823/.914,PR6058.A69147 F43 2012,The fear index,,New York,1,184.8888889,2012,1,1344,270,324,35,729,89,"Harris, Robert",1370,1
812992792,Random House,813/.6,PS3610.O3 O76 2012,The Orphan Master's Son,,"New York, USA",1,209.9090909,2012,1,803,367,287,32,51,205,Adam Johnson,1963,1
1416595201,Emily Bestler Books/Atria,813/.54,PS3556.L94 K55 2011,Kill shot,,New York,0,232.7777778,2011,1,1654,270,345,3,729,667,Vince Flynn,1232,5
525952764,Dutton,813/.54,PS3557.A7132 C38 2012b,Catch me,,New York,13,312.8333333,2012,1,793,270,345,34,729,667,Lisa Gardner,706,7
1451628587,Touchstone,813/.54,PS3560.A44 L44 2012,Left for dead,,New York,4,141.9285714,2012,1,149,270,345,4,729,667,J. A. Jance,815,9
61990612,William Morrow & Co.,813/.54,PS3553.R5378 N6 2012,No mark upon her,369,New York,33.33333333,137.8461538,2012,1,1623,270,345,3,729,667,Deborah Crombie,2207,3
316206822,"Little, Brown and Co.",813/.54,PS3566.A822 P765 2012,Private Games,448,New York,0,244.7142857,2012,1,1407,270,345,31,729,667,James Patterson,1772,44
307595110,Alfred A. Knopf,813/.54,PS3568.I265 W65 2012,The wolf gift,,New York,0,167.3,2012,1,1344,270,345,35,729,667,Anne Rice,523,4
385342063,Dial Press,823/.914,PR6073.I246 I93 2011,I've Got Your Number,,New York,59,270.3333333,2011,1,1286,270,324,5,729,89,Sophie Kinsella,1023,4
312593309,St. Martin's Press,823/.914,PR9105.9.R6 H68 2012,The house I loved,,New York,9.5,218.25,2012,1,1442,270,324,69,729,89,Tatiana de Rosnay,525,2
446564508,Grand Central Pub.,813/.54,PS3557.A738 R63 2012,Robert Ludlum's The Janson command,,New York,0,156.5454545,2012,1,393,270,345,34,729,667,Paul Garrison,1191,1
312587538,St. Martin's Press,813/.54,PS3566.A539 O19 2012,Oath of office,,New York,0,208,2012,1,1442,270,345,69,729,667,"Palmer, Michael",50,3
312559135,Minotaur Books,813/.54,PS3569.T1249 R47 2012,Restless in the grave,,New York,1,260.5,2012,1,1564,270,345,15,729,667,Dana Stabenow,1477,3
399158308,G. P. Putnam's Sons,813/.54,PS3568.O243 C45 2012b,Celebrity in Death,389,"New York, USA",39.5,151.7142857,2012,1,1253,367,345,46,51,667,J. D. Robb,526,12
61957895,Harper Voyager,813/.6,PS3608.A78355 P47 2012,A perfect blood,438,New York,0,179.25,2012,1,556,270,287,3,729,205,Kim Harrison,946,6
399158294,Putnam,,,The Shadow Patrol,,,0,147.25,2012,1,458,0,0,13,0,0,Alex Berenson,676,4
525952640,Dutton,813/.54,PS3553.H473 S66 2012,Sonoma Rose,,"New York, N.Y",46,146.6363636,2012,1,793,269,345,34,4,667,Jennifer Chiaverini,1937,9
1439102740,Atria,,,Lone Wolf,,,0,201.75,2012,1,992,0,0,4,0,0,Jodi Picoult,185,6
345505719,Ballantine Books,813/.54,PS3561.E3865 V53 2012,Victims,,New York,33,165.0909091,2012,1,449,270,345,59,729,667,Jonathan Kellerman,95,9
758234937,Kensington Books,813/.54,PS3556.L685 C56 2012b,Cinnamon Roll Murder,333,"New York, USA",17,216.75,2012,1,692,367,345,7,51,667,Joanne Fluke,66,7
1451608128,Simon & Schuster,813/.6,PS3612.U897 T73 2012,Trail of the Spellmans,,New York,0,209.25,2012,1,470,270,287,62,729,205,Lisa Lutz,1315,2
399158618,G.P. Putnam's Sons,813/.54,PS3553.U75 T48 2012,The thief,,New York,0,228.2857143,2012,1,885,270,345,74,729,667,Clive Cussler,1502,25
145163806X,Baen,813/.54,PS3573.E217 R57 2012,A rising thunder,,"Riverdale, NY",0,117.2,2012,1,230,25,345,2,5,667,David Weber,635,13
441020038,Ace Books,813/.6,PS3602.R53165 F35 2012,Fair game,,New York,0,310.6,2012,1,1204,270,287,14,729,205,Patricia Briggs,1651,6
399158316,G. P. Putnam's Sons,813/.54,PS3573.H47473 C47 2012,Chasing midnight,,New York,13,136.3,2012,1,1253,270,345,46,729,667,Randy Wayne White,1976,7
307956350,Crown,813/.6,PS3616.A9566 E97 2012,The Expats,326,New York,1,284.2,2012,1,291,270,287,4,729,205,Chris Pavone,1688,2
345522869,Del Rey/Ballantine Books,813/.6,PS3614.O93 C78 2012,Crucible of gold,,New York,0,168.7777778,2012,1,637,270,287,7,729,205,Naomi Novik,1125,1
425245535,Berkley Prime Crime,813/.6,PS3603.H56 A73 2012,Agony of the leaves,301,New York,2.666666667,187.8888889,2012,1,712,270,287,2,729,205,Laura Childs,2096,2
446583855,Grand Central Pub.,813/.6,PS3607.U5484 M63 2012,Monday mornings,,New York,0,142.9090909,2012,1,393,270,287,34,729,205,"Gupta, Sanjay M.D.",755,1
312591829,St. Martin's Press,823/.914,PR6057.R3443 A56 2012,Another piece of my heart,,New York,15,194,2012,1,1442,270,324,69,729,89,"Green, Jane",1222,3
312622899,Minotaur Books,,PS3619.T4764 A85 2012,An American spy,,New York,7.9,234.6666667,2012,1,1564,270,0,15,729,0,Olen Steinhauer,1176,4
006146841X,Harper Voyager,813/.54,PS3556.E446 C76 2010,A crown imperilled,,New York,0,668.5,2012,1,556,270,345,3,729,667,Raymond E. Feist,1867,3
525952276,Dutton,813/.54,PS3553.O225 S73 2012,Stay close,387,New York,0,147.9090909,2012,1,793,270,345,34,729,667,Harlan Coben,1443,9
039915826X,G. P. Putnam's Sons,813/.54,PS3552.O87658 F67 2012,Force of nature,,New York,6,206.25,2012,1,1253,270,345,46,729,667,C. J. Box,845,7
61859303,William Morrow,813/.6,PS3602.E6455 P48 2012,Phantom,,New York,0,204.7142857,2012,1,1614,270,287,65,729,205,,0,0
345521277,Ballantine Books,813/.54,PS3552.R61455 B67 2012,Born to darkness,,New York,0,131.2727273,2012,1,449,270,345,59,729,667,Suzanne Brockmann,1842,6
1451617054,Scribner,813/.54,PS3566.A8242 F35 2012,Fall from grace,,New York,1,417.5,2012,1,505,270,345,31,729,667,Richard North Patterson,190,4
451235843,New American Library,813/.6,PS3623.A73227 L694 2012,Lover reborn,,New York,0,688.5,2012,1,1419,270,287,6,729,205,J. R. Ward,1364,6
031609756X,"Little, Brown and Co.",813/.54,PS3566.A822 G85 2009,Guilty wives,,New York,1,183.8888889,2012,1,1407,270,345,31,729,667,James Patterson,1772,44
385343191,Delacorte Press,813/.54,PS3569.T33828 D68 2012,Betrayal,336,New York,0,336.25,2012,1,930,270,345,42,729,667,Danielle Steel,1369,22
62049577,Harper,823/.92,PR6123.I575 E44 2012,Elegy for Eddie,335,New York,35,202.1111111,2012,1,1146,270,443,31,729,18,Jacqueline Winspear,687,7
312631685,St. Martin's Press,813/.54,PS3552.R2147 L48 2012b,Letter from a stranger,,New York,0,462,2012,1,1442,270,345,69,729,667,Barbara Taylor Bradford,609,3
1451668864,Simon & Schuster,813/.54,PS3553.L287 L67 2012,The lost years,,New York,0,324.4,2012,1,470,270,345,62,729,667,Mary Higgins Clark,121,11
61779741,William Morrow,813/.54,PS3563.O594 S23 2012,Sacre bleu,,New York,12,208.8571429,2012,1,1614,270,345,65,729,667,Christopher Moore,585,4
307378403,Pantheon,823/.914,PR6063.C326 L56 2012,The Limpopo Academy of Private Detection,,New York,4,177.875,2012,1,1411,270,324,1,729,89,Alexander McCall Smith,1629,9
61257095,HarperCollins,813/.54,PS3570.R459 S55 2012,The shoemaker's wife,475,New York,38,197.2857143,2012,1,1347,270,345,15,729,667,Adriana Trigiani,2110,4
307957276,Alfred A. Knopf,813/.54,PS3570.Y45 B44 2012,The beginner's goodbye,,New York,0,198.8571429,2012,1,1344,270,345,35,729,667,Anne Tyler,470,3
